genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Ska,Stiff Little Fingers,Barbed Wire Love,37AG1tK9Dn7mcABbS4QX66,24,0.000815,0.27,212093,0.741,7.61e-05,A,0.0779,-7.654,Major,0.0515,174.908,3/4,0.699
Ska,Less Than Jake,Last Hour of the Last Day of Work,1x6meX8gIwEEvNgEyrspOh,26,0.000886,0.602,197293,0.952,8.45e-06,C#,0.0783,-5.002,Major,0.0507,108.027,4/4,0.68
Ska,The Supervillains,Snow White,0s9BrKP5vUMxn0UESzYmrh,16,0.000648,0.539,167027,0.521,3.84e-05,E,0.063,-13.902,Minor,0.0543,148.16,4/4,0.87
Ska,Rx Bandits,Wide Open,4pwK0BWxXgrMAkR8UTFMEY,31,0.00523,0.522,149366,0.909,0.0,C,0.196,-4.373,Minor,0.104,170.853,4/4,0.902
Ska,The Cat Empire,Party Started,4wfhh5028DQNmxXxnkE2Bh,32,0.257,0.857,226587,0.549,0.000124,G#,0.0792,-10.114,Major,0.0454,104.281,4/4,0.67
Ska,Black Flag,Rise Above,4kFfFe38CRVnTsakUTL4E4,55,0.119,0.374,146560,0.816,8.01e-06,D,0.0808,-13.88,Major,0.0578,104.56,4/4,0.138
Ska,The Lawrence Arms,Your Gravest Words,3IL65b1CNflxcFiBouXvDA,26,0.000453,0.342,259600,0.929,0.000108,B,0.212,-6.074,Major,0.0553,171.717,4/4,0.783
Ska,Propagandhi,When All Your Fears Collide,06GCQuV3mTRT5wbvDRy6Cu,34,0.000188,0.304,197773,0.983,0.0107,F,0.0994,-3.508,Minor,0.115,141.711,3/4,0.337
Ska,Direct Hit!,Heaven Is a Black Hole,2YnOi3KdwitCZFsZRw3h8G,21,0.0012,0.324,202920,0.872,0.0,G#,0.0908,-6.502,Major,0.0996,173.829,4/4,0.235
Ska,Rancid,Hoover Street,1CQ6Z8BUREMgEfEEhHZ1eu,35,0.076,0.515,249733,0.758,0.00318,D,0.156,-5.398,Major,0.0718,149.307,4/4,0.713
Ska,Maldita Vecindad Y Los Hijos Del 5to. Patio,Bailando,15PG9UyG5FatrGg61gajMc,37,0.23,0.438,260480,0.651,7.49e-05,F#,0.157,-13.305,Major,0.0551,191.722,4/4,0.792
Ska,Less Than Jake,Five State Drive,7tApc3nmGo8bFQovip9mK5,38,0.000555,0.444,169093,0.98,1.99e-06,E,0.104,-4.25,Major,0.0774,117.986,4/4,0.671
Ska,Dead Kennedys,Night of the Living Rednecks,3Pn6UKoMwoSBbbOePrYWHt,28,0.515,0.441,310160,0.965,6.54e-06,D#,0.51,-4.632,Minor,0.607,139.362,4/4,0.375
Ska,Reel Big Fish,S.R.,6ijVpK9u5MTIqgoGy4brHC,34,0.0353,0.805,86333,0.626,3.64e-06,B,0.0597,-7.742,Major,0.0694,106.991,4/4,0.965
Ska,Madness,Mr. Apples,4uegFV7UqwjYG2VKidnGSp,46,0.231,0.547,219293,0.843,0.0,D#,0.288,-2.559,Minor,0.036,137.557,4/4,0.699
Ska,MxPx,The Band Plays As We All Go Down,6pVaWFbEeNn2QNs58LL5mu,27,0.000255,0.409,169567,0.967,0.0,F#,0.107,-3.689,Major,0.0539,157.955,4/4,0.593
Ska,Lagwagon,Bad Scene,5vvmTUApBjQo7zaHuY6Jl4,24,3.87e-05,0.427,78987,0.889,0.0,B,0.314,-6.076,Major,0.0434,103.976,4/4,0.794
Ska,Mustard Plug,Not Enough,7oM35505eABBu0mkE7HRQP,20,0.0162,0.549,164493,0.989,0.0177,C,0.13,-2.99,Major,0.104,108.196,4/4,0.691
Ska,Anti-Flag,Song For Your Enemy,3mM2xZegsx7KF6lo0h2NKE,24,0.000251,0.442,198093,0.937,1.07e-06,D#,0.349,-5.26,Major,0.0761,154.919,4/4,0.617
Ska,Mad Caddies,Good Intentions,4F3t2hlAybAUJDXFFidtl9,27,0.00252,0.62,183960,0.91,0.0,G#,0.236,-3.755,Minor,0.0358,122.97,4/4,0.9
Ska,Dead Kennedys,Chickenshit Conformist,7dT4V3mO8xRPb8r3TsT9ou,32,0.115,0.359,359027,0.819,0.0,A,0.316,-6.008,Minor,0.0893,89.291,4/4,0.222
Ska,The Slackers,You Don't Know I,0jGr1rn9KUNm6WwnkP3Bzl,15,0.227,0.618,300587,0.35,0.0108,G,0.128,-12.633,Major,0.0852,184.437,4/4,0.796
Ska,The Jam,Town Called Malice,0gdmDP6xy3ZV7JNoHWAN9k,68,0.00265,0.553,173320,0.917,0.00991,D,0.07,-8.806,Major,0.0906,101.798,4/4,0.781
Ska,Cock Sparrer,Is Anybody There?,4vzxgOeBCIY11Wb2zNv2RO,24,0.00403,0.449,240173,0.678,2.64e-05,B,0.627,-10.764,Major,0.0289,145.141,4/4,0.91
Ska,The Maytals,I Feel Alright,73SVtrGPsQkfVup5cVFgWX,20,0.0762,0.66,140407,0.611,0.0,G,0.083,-9.809,Major,0.0928,83.198,4/4,0.844
Ska,Be Like Max,Temporary Fix,3nEPAdqvFAGAeE4JjeUxjO,19,0.00143,0.453,204280,0.92,0.0,F,0.508,-2.551,Major,0.139,105.733,4/4,0.614
Ska,The Ethiopians,Woman Capture Man,6ZsxysAKec0iymqJwQBnpV,21,0.427,0.889,145400,0.666,0.000217,C,0.06,-7.991,Major,0.0848,124.852,4/4,0.893
Ska,Save Ferris,Come on Eileen,4Z4xFENnvMnRDPpAx5wpaO,55,0.0545,0.375,249133,0.894,0.0,D,0.593,-6.366,Major,0.0974,115.366,4/4,0.324
Ska,Mischief Brew,"Gimme Coffee, Or Death",7fSvgMps10aIHrAO2bQbYv,35,0.199,0.662,206547,0.466,3.55e-05,C,0.108,-8.285,Major,0.0418,148.385,4/4,0.857
Ska,Voodoo Glow Skulls,El Mas Chingon,2SM7MmzF3HUe6HVIFHfiq8,23,0.0119,0.331,209200,0.952,0.0579,D,0.0923,-5.285,Major,0.0657,169.239,4/4,0.54
Ska,NOFX,Punk Rock Passport,6XDKECBjKygoJNAxhhiiDE,24,1.74e-05,0.212,118760,0.913,0.000158,F#,0.111,-4.695,Minor,0.038,175.56,4/4,0.742
Ska,Rancid,Who Would've Thought,6aaX19hvIIU0LWtYZpfLuj,32,0.309,0.482,176733,0.94,0.0,C,0.219,-2.984,Major,0.126,146.605,4/4,0.592
Ska,The Jam,Boy About Town,6zPXWXS2pZwSsIM7f08Mg5,33,0.00944,0.409,117960,0.781,0.0,G,0.356,-7.858,Major,0.0803,157.045,4/4,0.938
Ska,Sublime,I Love My Dog - Live At The Palace/1995,4z1MFzDQoKeRuxK4JpvvT1,29,0.0137,0.521,194867,0.82,0.00117,C,0.598,-6.744,Major,0.106,80.597,4/4,0.236
Ska,Tunnel Vision,Between You & Me,7tjLQkMHDeoyZStuMt71Dj,14,0.00104,0.707,283253,0.748,0.000216,B,0.128,-7.059,Major,0.0973,166.283,4/4,0.921
Ska,No Use For A Name,Turning Japanese,0otNaXfmc5CGYorcUOq0YT,36,0.00131,0.42,209347,0.836,0.000637,A,0.116,-7.832,Minor,0.0535,95.415,4/4,0.703
Ska,Desmond Dekker,Archie Wah Wah,6d8tLYilW5JBtUMrolXFQe,26,0.0108,0.913,151928,0.44,0.0,C,0.146,-10.174,Major,0.0763,132.84,4/4,0.943
Ska,The Wailers,Back Out,5GBlcpFo3mCW5TVVE393Bd,31,0.714,0.771,137133,0.464,4.96e-05,C,0.543,-13.2,Major,0.218,78.327,4/4,0.832
Ska,Chewing on Tinfoil,Crosshairs,3tEqbicT06Qcf8JV2Tet0N,20,0.033,0.52,225507,0.855,0.0,D,0.318,-4.511,Major,0.0464,122.98,4/4,0.692
Ska,Masked Intruder,Please Come Back To Me,00x57Anfbdtjr0GgQqOyX2,41,0.000146,0.514,133259,0.725,0.000111,D,0.0451,-3.885,Major,0.0438,147.444,4/4,0.882
Ska,The Specials,Black Skin Blue Eyed Boys,1rq48Sf5rX0NHj85aXUNEb,49,0.00996,0.788,196773,0.646,0.0153,B,0.0509,-9.659,Major,0.0396,111.04,4/4,0.935
Ska,Tim Timebomb,Til the Well Runs Dry,3eNqZFmohBduzcA766aRdf,22,0.761,0.54,132128,0.841,0.0,G,0.112,-4.181,Major,0.0956,83.028,4/4,0.922
Ska,Bomb the Music Industry!,Shed Some Skin,4kWiCRxlGq3ScqIsrPd1qJ,14,0.00153,0.485,232133,0.898,0.0,B,0.346,-4.722,Major,0.0575,110.63,4/4,0.708
Ska,Black Flag,Depression,1IY4r4CWK4azormFrxK8Xy,21,0.0312,0.496,130133,0.97,0.00912,C,0.481,-12.258,Major,0.0504,117.435,4/4,0.188
Ska,Me First and the Gimme Gimmes,Annie's Song,70j6zcQHen7XRVLfagQPSW,32,0.00148,0.312,102267,0.809,0.0,E,0.165,-4.489,Major,0.0714,157.093,4/4,0.361
Ska,Operation Ivy,One of These Days,2LMtLW4PGNjll7urKtHL6b,36,0.0979,0.571,67333,0.953,1.33e-05,D,0.205,-5.271,Major,0.281,177.809,4/4,0.888
Ska,Black Flag,TV Party,4DA95pyBe6QORPGvTEuMWQ,50,0.184,0.308,211200,0.926,0.0,C#,0.0782,-12.683,Major,0.15,96.17,4/4,0.193
Ska,Pepper,Give It Up,6Cr0TTE9oGeY3KA1VpUmWB,46,0.265,0.512,201493,0.647,0.0,C,0.169,-7.324,Minor,0.354,177.223,4/4,0.727
Ska,The Ethiopians,Pirate,4E4WIb8yqs5jHMVAaVIOfc,36,0.141,0.846,152773,0.516,0.00209,A,0.0724,-6.334,Major,0.379,76.062,4/4,0.799
Ska,Star Fucking Hipsters,Two Cups of Tea,5ARHCNhS292SadtPVj3PWr,44,0.0116,0.812,214347,0.457,0.00058,C#,0.113,-8.813,Major,0.0805,140.489,4/4,0.666
Ska,Kill Lincoln,Clark Gable,4SUzj5XLuKXsGsx7W7VbVn,18,0.0019,0.408,264640,0.957,0.784,E,0.0929,-4.559,Minor,0.0605,140.201,4/4,0.488
Ska,Desmond Dekker,Sing a Little Song,5rsPJrEvjql5QfAvakMPBk,32,0.292,0.87,179827,0.646,4.99e-05,G#,0.0613,-8.969,Major,0.077,125.281,4/4,0.949
Ska,Derrick Morgan,Fat Man,5vyficUSpqg3tKysRp7isj,22,0.113,0.865,189467,0.486,0.839,A#,0.0525,-12.384,Minor,0.312,88.282,4/4,0.847
Ska,Alton Ellis,Make Me Happy,3zvfIDB88lhqfSAjrdwDjp,33,0.492,0.71,164675,0.541,2.01e-05,A#,0.134,-6.517,Minor,0.279,171.995,4/4,0.618
Ska,Night Gaunts,Post Party Depression,5CEtbC9Ro1Mr5uCrFOU3Co,38,0.0214,0.42,297075,0.527,0.0,C,0.0925,-8.766,Major,0.0561,98.038,3/4,0.53
Ska,Suburban Legends,Desperate,08AcMo5vVS3gDMk60fzr5a,12,0.0105,0.379,221080,0.897,0.000219,A,0.0673,-5.218,Major,0.0578,96.036,4/4,0.863
Ska,Cock Sparrer,England Belongs To Me,2MHCUhZCNWEbwcg22NQXbl,42,0.0201,0.416,183613,0.914,0.0,A,0.0752,-4.892,Major,0.0808,180.834,4/4,0.735
Ska,Toots & The Maytals,Re-Born,5TIl0261y2W676w8wACTXO,24,0.232,0.641,140387,0.339,0.0437,C,0.187,-9.706,Major,0.141,168.967,4/4,0.573
Ska,NOFX,American Errorist (I Hate Hate Haters),0yvFtTUjTDunqx1nK9gjtR,35,5.24e-05,0.422,111533,0.992,0.686,E,0.253,-4.979,Minor,0.0945,146.549,4/4,0.663
Ska,Los Pericos,Boulevard (En Vivo),2imyNDb9WBENfOXVLszvhR,43,0.0921,0.785,254528,0.8,0.0351,A,0.406,-6.436,Minor,0.0488,111.064,4/4,0.613
Ska,Less Than Jake,The Science of Selling Yourself Short,1iD0a0plhO55cWEJa5UGcZ,59,0.16,0.719,186267,0.815,0.0,F,0.0367,-3.546,Major,0.0305,93.126,4/4,0.937
Ska,Me First and the Gimme Gimmes,Stand by Your Man,0QtXIFOoZDp2TNTBf6Ggme,31,0.0208,0.479,121467,0.855,3.53e-05,A#,0.343,-4.926,Minor,0.074,105.337,4/4,0.589
Ska,Dance Hall Crashers,Don't Wanna Behave,468QyLC8AJYzcPI5dNIBXp,17,0.0378,0.641,144333,0.898,0.00105,B,0.0707,-4.874,Minor,0.0348,95.095,4/4,0.914
Ska,Soda Stereo,Corazón Delator - Me Verás Volver Gira 2007,0bpY2MKjM3ucogpEALJVTW,48,0.00951,0.537,326053,0.592,0.0132,D#,0.385,-6.516,Minor,0.0307,85.328,4/4,0.184
Ska,No Use For A Name,Pacific Standard Time,77x1XwjIIyjLGCbfeKa1pi,28,0.00055,0.282,168227,0.952,0.0,F#,0.141,-3.846,Major,0.0702,179.546,4/4,0.3
Ska,Black Flag,Bastard In Love,13KxalwWSW679WuCjySI0n,30,0.00935,0.43,200307,0.768,0.0,B,0.384,-11.685,Minor,0.101,158.842,4/4,0.549
Ska,Strike Anywhere,Sedition,46hMewpZhwQbLaoC0U8kvf,27,0.000123,0.214,120747,0.987,0.00473,A,0.358,-3.3,Major,0.0881,90.889,4/4,0.462
Ska,The Bouncing Souls,Like the Sun,7wNYRJJCMizSjE3pi6i5O6,18,0.0136,0.43,255733,0.937,0.053,D,0.0631,-5.084,Major,0.0782,143.958,4/4,0.368
Ska,The Cat Empire,The Wine Song,1twgA3XKowDHnLVIjI4hVb,45,0.575,0.444,442160,0.63,5.74e-06,G,0.469,-6.561,Minor,0.0629,137.402,4/4,0.571
Ska,The Pioneers,Time Hard,0f1JGThR7vw00y2L4Vk8os,32,0.00833,0.69,151200,0.545,2.28e-06,C,0.303,-9.391,Major,0.158,82.551,4/4,0.831
Ska,Me First and the Gimme Gimmes,Don't Cry for Me Argentina,2k0ai3sQaXx1xNtx1Avikd,34,0.00203,0.514,149333,0.937,0.000326,G,0.295,-5.491,Major,0.133,114.611,4/4,0.593
Ska,Anti-Flag,Fuck Police Brutality,0C94yYbiRlltQhNQ4EcX2C,23,0.001,0.357,140293,0.973,0.195,B,0.373,-5.063,Major,0.115,78.175,4/4,0.523
Ska,Anti-Flag,The Criminals,6xZ5Q24NrZ2IowTyOfcWdz,47,0.00127,0.531,163867,0.961,0.0,C#,0.163,-2.349,Major,0.0749,98.996,4/4,0.614
Ska,"Lee ""Scratch"" Perry",Dread Lion,33LniRHC8Edhpr92TSPULI,21,0.0193,0.674,271979,0.829,0.814,A,0.154,-5.406,Minor,0.117,135.015,4/4,0.577
Ska,Mad Caddies,Cup O' Tea,0u0VR3pCjK9S4g41cjHXQ0,21,0.00374,0.554,102800,0.929,0.000223,A,0.15,-6.788,Major,0.0544,123.288,4/4,0.951
Ska,The Lawrence Arms,Like a Record Player,6K0SfJzsYkuMdbsJWtBC4M,31,0.0473,0.349,122907,0.933,1.05e-06,C,0.0632,-4.98,Major,0.106,153.672,4/4,0.642
Ska,The Pietasters,Can I Change My Mind,4I1axmwgVa60FtxcRccV2l,21,0.35,0.713,354440,0.392,0.559,C,0.0985,-8.773,Major,0.0812,84.074,4/4,0.477
Ska,Tommy Tornado,Marcus Garvey,35hcmVXL0DcCd9pEQNVZxW,19,0.328,0.652,284067,0.777,0.78,G,0.157,-3.829,Minor,0.0458,98.523,4/4,0.655
Ska,Five Iron Frenzy,Vultures,3khmzqM9ZVKWlxmNmh28hw,13,0.0537,0.744,183053,0.869,2.84e-05,F#,0.242,-2.059,Minor,0.0769,158.959,4/4,0.804
Ska,Rancid,Brixton,0QbVHcu29nu1Q43cUwww3Z,23,0.071,0.484,145747,0.846,0.0,D,0.0988,-5.888,Major,0.0521,149.346,4/4,0.799
Ska,The English Beat,Get-A-Job,455TZ7sotbXBTXEvi1K3GD,19,0.242,0.458,190920,0.839,0.004,A,0.3,-11.012,Minor,0.0756,169.285,4/4,0.703
Ska,Cock Sparrer,Because You're Young,2j1KMnU8ZBBWqB9B3I2RN8,37,0.00138,0.268,225893,0.88,1.99e-05,C,0.157,-4.181,Major,0.0366,185.529,4/4,0.569
Ska,La Mosca Tse-Tse,Todos Tenemos Un Amor,6SgkilvKX94WfXRbhr3RCu,52,0.251,0.704,227800,0.814,0.0,C#,0.35,-4.752,Minor,0.0475,138.779,4/4,0.974
Ska,The Cat Empire,Still Young,4q7klA9ggWknZDhHhz9XYp,54,0.00727,0.613,258573,0.762,0.0,B,0.188,-4.679,Major,0.0359,149.225,4/4,0.743
Ska,Jaya The Cat,The Streets of Shoreditch,1w5NUMtG7gNIn9nXTC8BPH,24,0.00348,0.338,234857,0.709,3.97e-06,B,0.0951,-7.56,Major,0.0731,196.222,3/4,0.588
Ska,Streetlight Manifesto,On & on & On,0sr3E9m2qSEBCRXal18ow4,34,0.0344,0.439,192707,0.912,0.0,C,0.238,-3.113,Major,0.145,142.629,4/4,0.724
Ska,Adam & The Ants,Beat My Guest,28uNBIWDvMNjWKPgxcMO6t,39,0.0123,0.33,191240,0.745,0.0,A,0.133,-10.362,Major,0.033,174.636,4/4,0.424
Ska,Black Flag,I'm the One,3IX0wPYhatCSMiKaWLKTHO,20,0.000301,0.241,195000,0.847,0.0213,B,0.297,-12.792,Minor,0.0762,174.171,4/4,0.5
Ska,The Bouncing Souls,Lay 'em Down and Smack 'em Yack 'em,5OEVcHdqk3ZaII6MH32EsW,14,0.27,0.736,98467,0.375,0.593,C,0.151,-17.568,Major,0.301,131.538,4/4,0.169
Ska,The Flatliners,Gullible,6zQsk7uBTJEAXDFUFTLH2E,26,0.000102,0.597,190133,0.977,0.105,A#,0.104,-2.415,Minor,0.0588,120.126,4/4,0.472
Ska,The Vandals,Lady Killer,594WVpDOQSbAsm5o8SRiiR,31,0.0183,0.476,224133,0.866,1.84e-05,E,0.0801,-8.075,Minor,0.118,76.441,4/4,0.873
Ska,Deal's Gone Bad,Antennas,1Nojkg6l2FofaguOfIZeuQ,19,0.0404,0.415,203017,0.898,4.2e-05,F#,0.249,-3.859,Minor,0.0399,87.915,4/4,0.975
Ska,Toots & The Maytals,I'll Never Grow Old,1nHQN7SHHYeeGOCAy9fIO4,29,0.586,0.621,191520,0.429,0.000623,G,0.193,-5.112,Major,0.0689,120.944,4/4,0.61
Ska,Me First and the Gimme Gimmes,All My Lovin',1rv0SUA6w63l2t4ywQngth,40,0.00201,0.473,114707,0.952,3.82e-06,E,0.119,-3.53,Major,0.0655,107.656,4/4,0.649
Ska,The Suicide Machines,All Systems Fail,4uL8lCPI7Q4PwRMD1wGdBM,18,0.000454,0.54,100760,0.996,1.36e-06,A,0.0963,-3.66,Minor,0.141,113.042,4/4,0.112
Ska,Divididos,Par Mil,0wUFXsXHZc2h6wKRcmJNWF,55,0.0884,0.549,198707,0.707,0.00013,G,0.577,-9.183,Major,0.0273,129.963,4/4,0.777
Ska,Mad Caddies,Drinking for 11,5DV3KlTgn44g5jDSZcRW8e,45,0.152,0.796,233773,0.624,0.0117,F,0.142,-5.722,Major,0.056,77.684,4/4,0.607
Ska,The Bouncing Souls,Up To Us,4AR3P9V2Hd9VMVIvlcAgca,29,0.000165,0.469,227500,0.938,0.000356,C,0.0952,-4.179,Major,0.0447,144.903,4/4,0.537
Ska,The Aggrolites,Mr. Misery,6w4ejodmlwwkRQjiSwuEN3,32,0.0588,0.573,214787,0.775,0.0191,A,0.099,-6.653,Major,0.0447,152.854,4/4,0.962
Ska,The English Beat,Jeannette,6TL6Lf9MxkhM8QYqUyT9Bn,24,0.0308,0.576,167547,0.762,0.000455,A,0.0889,-8.949,Major,0.0333,146.089,4/4,0.895
Ska,Cherry Poppin' Daddies,When I Change Your Mind (20th Anniversary),2M2dCc5JVQPtYpBRnycyuA,18,0.481,0.699,152051,0.876,0.00019,G,0.26,-6.296,Major,0.135,109.388,4/4,0.8
Ska,John Holt,Killing Me Softly with Her Song,6sp7xBFAGnTAqYQKiiHQHU,35,0.374,0.514,234373,0.492,4.71e-06,C,0.244,-10.872,Major,0.0455,141.86,4/4,0.524
Ska,Dead Kennedys,Buzzbomb,5TGDbGkn5hWchbPmsEec0H,39,0.000122,0.314,141804,0.982,0.0,B,0.237,-4.756,Minor,0.112,139.931,4/4,0.486
Ska,Masked Intruder,How Do I Get to You,5LB2xfod5kl8QJH2vQUztv,32,0.000127,0.469,151333,0.969,0.00145,E,0.0981,-4.874,Major,0.0952,113.985,4/4,0.605
Ska,Mustard Plug,White Noise,2GtGiWkbYmuqAFhd61rEq6,15,0.00142,0.524,155840,0.978,9.56e-05,F,0.515,-3.571,Major,0.0785,98.484,4/4,0.532
Ska,Madness,Bed & Breakfast Man,4F4TH7jXqcNhlt8Cu6nydN,23,0.0138,0.675,153240,0.96,3.74e-05,A,0.0512,-5.259,Major,0.0309,127.982,4/4,0.983
Ska,Westbound Train,I'm No Different,1h4kHDJv9rcJi3M2JpKmdS,31,0.128,0.621,256933,0.589,0.000477,G,0.167,-5.141,Major,0.0876,82.412,4/4,0.777
Ska,Guttermouth,Party Of Two (Your Table Is Ready),1UWZwd0amSz7c79mseOxrS,17,0.000643,0.388,173093,0.985,0.00544,F,0.32,-4.374,Major,0.168,160.093,4/4,0.308
Ska,Catch 22,Prologue,5ynbfkzMnOBatIs9gDqd9C,32,0.0142,0.41,190933,0.843,6.24e-06,G,0.109,-7.619,Major,0.103,88.846,4/4,0.361
Ska,The Aggrolites,Dreamin On Erie,0blaPqd3l75MCwatXNgOrY,15,0.418,0.893,259634,0.618,0.111,B,0.292,-7.521,Major,0.0427,121.524,4/4,0.96
Ska,Streetlight Manifesto,Punk Rock Girl,3exVAgMYBpWOXk8QYjoEiz,38,0.0414,0.57,137187,0.964,0.0,C,0.28,-3.594,Major,0.0697,149.819,4/4,0.912
Ska,Sublime,Mary / Big Salty Tears - Live / Acoustic Version,5jkyjRyPo5rl4X4X2n064a,29,0.752,0.286,297333,0.654,1.22e-06,F#,0.878,-8.976,Major,0.199,72.854,4/4,0.666
Ska,Dead Kennedys,Fleshdunce,59ZSCBLGIeCeqbshTWpc8m,24,0.0787,0.446,89704,0.984,0.0,A,0.164,-4.845,Minor,0.386,97.222,4/4,0.177
Ska,The Mighty Mighty Bosstones,The Horse Shoe and the Rabbits Foot,109TGHmyi2YEQEr7HWUtYP,12,0.000405,0.448,237573,0.955,0.00341,E,0.222,-4.071,Major,0.0612,186.03,4/4,0.906
Ska,Less Than Jake,Hell Looks a Lot Like L.A.,3fPg1y33AyfIPMjVUCctR4,30,0.00779,0.507,133200,0.973,0.0,E,0.333,-4.416,Major,0.0621,143.246,4/4,0.777
Ska,Ska-P,Tio Sam,3Re4NbN9tBTh7lwVDgcZ5V,46,0.0246,0.536,261173,0.871,3.63e-06,D,0.317,-5.879,Major,0.0604,177.812,4/4,0.837
Ska,Leftöver Crack,Feed the Children (Book of Lies),6A8gS5H6qc9wtpzjDKdbxc,28,0.0099,0.443,201634,0.934,0.421,E,0.493,-4.416,Major,0.153,96.013,4/4,0.455
Ska,Los Calzones,Te Sigo,3Oo43EMAeUSAwBy2nYa0A6,38,0.155,0.739,212107,0.904,1.34e-05,G,0.128,-4.782,Major,0.0618,154.367,4/4,0.967
Ska,Mischief Brew,Nevada City Serenade,4ZwmY6TfnNZkhNNidbswkY,18,0.604,0.283,249067,0.437,1.61e-06,G,0.0786,-11.581,Major,0.0453,178.616,3/4,0.253
Ska,Cherry Poppin' Daddies,No Mercy for Swine,3td6JTzJXVbkkGET2qKuaj,21,0.0213,0.468,244168,0.755,0.162,F#,0.334,-8.335,Major,0.05,202.158,4/4,0.893
Ska,Sublime,Miami - Rarities Version,39iVQn33q3AZzf0ZWsGios,23,0.0979,0.703,113920,0.537,0.0094,D,0.291,-8.303,Major,0.175,157.944,4/4,0.31
Ska,Jaya The Cat,Pass the Ammunition,3nSeMtHnHY9lSPtH2L8pdI,37,0.000996,0.703,198000,0.737,4.38e-05,G,0.074,-7.363,Major,0.108,93.624,4/4,0.712
Ska,NOFX,Doornails,1BHOuLtI5zDEHTvDwTfWBW,31,0.351,0.531,134867,0.348,0.0,G,0.176,-11.701,Major,0.044,146.583,4/4,0.401
Ska,Leftöver Crack,"The Good, The Bad, and the L.O.C.",3BP1ktRv6iTvG9wCdTELLf,23,0.0946,0.137,121232,0.977,0.0,F#,0.773,-5.373,Minor,0.382,176.733,4/4,0.228
Ska,Screeching Weasel,American Suicide,4eDZrJ4jxhCzGVHjyMYonV,19,0.00206,0.185,73092,0.898,0.279,F#,0.372,-4.132,Minor,0.0573,97.008,4/4,0.804
Ska,Less Than Jake,Fraction,1rztxJMtZo7rMmbHt5xN8q,23,0.0123,0.505,210760,0.973,0.0,G,0.0886,-3.504,Major,0.0551,131.41,4/4,0.557
Ska,Whole Wheat Bread,Broke,5KEaKWOK7ts5z5q8uYSFKF,16,0.0013,0.497,134960,0.953,0.0,C,0.349,-3.01,Major,0.0852,102.933,4/4,0.462
Ska,The Bouncing Souls,Bullying The Jukebox,0ml8EENbogTBv1oB7RJHY2,29,0.0363,0.469,228800,0.942,0.0,E,0.242,-5.968,Major,0.0979,134.359,4/4,0.67
Ska,The English Beat,Doors Of Your Heart,0jo5yVcSMgCmbMzBEWmTBz,24,0.0841,0.523,226093,0.642,0.0,G,0.155,-11.056,Major,0.148,78.635,4/4,0.611
Ska,Strike Anywhere,Riot Of Words,7gyqERvMJFLDUzfHYVIJab,21,0.000141,0.37,149600,0.951,0.0,A,0.371,-5.414,Major,0.073,91.288,4/4,0.762
Ska,Teenage Bottlerocket,Another Way,44Tuokj41U9ojNSmGPqPAF,21,0.000212,0.24,204643,0.929,0.000438,C,0.136,-3.476,Major,0.0561,177.299,4/4,0.393
Ska,Mischief Brew,Gratitude And Thanks,4viDhCvq1RRe8mEI9zybRU,26,0.342,0.52,235000,0.661,0.0,G,0.0844,-4.416,Major,0.0583,140.23,4/4,0.763
Ska,Bad Brains,She's Calling You,532GcM2m0edyHHLHNtMRpr,31,0.00915,0.725,222333,0.64,0.000734,D,0.106,-12.948,Major,0.0431,127.406,4/4,0.835
Ska,Sublime,Thanx,1weVfOVVCNUadzABZeXg7j,38,0.135,0.641,263347,0.704,0.0,B,0.269,-7.827,Major,0.291,97.491,4/4,0.76
Ska,Rancid,The Bravest Kids,69YbUFozyPM7ldfAWzpfwz,27,0.00016,0.421,96520,0.969,3.69e-06,G,0.274,-4.331,Major,0.126,150.242,4/4,0.535
Ska,Mad Caddies,... and We Thought That Nation-States Were a Bad Idea,5wbxYkcGyGchLiRtfMn78h,41,0.0162,0.853,194658,0.838,0.0,A#,0.06,-4.429,Major,0.0329,130.07,4/4,0.895
Ska,Jaya The Cat,The Carnival,1RdxHQ5cOA6lpxOwW5Iqfy,27,0.000426,0.594,161267,0.875,0.0,G,0.142,-6.211,Major,0.0853,95.022,4/4,0.676
Ska,Dance Hall Crashers,Othello,5KIVIJwHzibJuHYJpUJWPB,17,0.272,0.476,216467,0.978,0.0311,F#,0.095,-3.912,Minor,0.311,184.438,4/4,0.753
Ska,Me First and the Gimme Gimmes,The Boxer,74LGbhMirt1fwgyVC63SeH,41,0.0262,0.352,169440,0.952,0.591,D,0.226,-5.86,Major,0.0631,128.896,4/4,0.575
Ska,Leftöver Crack,With The Sickness,282qyCTZoU1UBEvbARtYhc,23,0.191,0.228,71160,0.98,0.174,G#,0.784,-5.864,Minor,0.164,162.49,4/4,0.0345
Ska,Sublime,Q-Ball,7mfhiP2lgtPzWEIEvhXRPX,30,0.64,0.672,43893,0.853,0.000106,C,0.372,-7.338,Major,0.558,171.848,4/4,0.711
Ska,No Use For A Name,Solitaire,0cBN0Z0xzSFdCvpKYPOx7x,25,0.00369,0.482,166240,0.971,1.34e-06,C,0.118,-4.54,Major,0.0415,143.875,4/4,0.627
